surface,file,selector,layer,action,risks,background,position,z_index,isolation,overflow,opacity,backdrop_filter,height
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.screen::after,page-surface,conservar,opacity:0.72 !important,"radial-gradient(ellipse at 50% 44%, transparent 40%, rgba(0, 0, 0, 0.58) 100%), repeating-radial-gradient(circle at 34% 44%, rgba(255,255,255,.025) 0 1px, transparent 1px 5px), repeating-linear-gradient(118deg, rgba(255,255,255,.011) 0 1px, transparent 1px 9px) !important",,,,,0.72 !important,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".sidebar, .cartPanel, .searchBox, .productCard, .terminalCard, .categoryItem, .categoryActive, .secondaryActions button, .quantityStepper, .routePanel, .routeMetricCard, .routeSearchControl, .routeUserChip, .routeTopIcon, .routeGoldGhostButton, .routeDarkButton, .routePrimaryButton, .routeSecondaryButton",navigation,conservar_con_cuidado,glass/backdrop-filter,"radial-gradient(ellipse at 50% 0%, rgba(255,255,255,0.15), transparent 26%), radial-gradient(ellipse at 16% 20%, rgba(197,230,247,0.11), transparent 36%), linear-gradient(148deg, rgba(30,45,60,0.58), rgba(5,14,24,0.62) 58%, rgba(3,8,14,0.70)) !important",,,,,,blur(42px) saturate(1.46) brightness(1.02) !important,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".sidebar, .cartPanel",navigation,conservar_con_cuidado,,"radial-gradient(ellipse at 18% 0%, rgba(255,236,190,0.17), transparent 34%), radial-gradient(ellipse at 86% 0%, rgba(203,234,250,0.12), transparent 32%), linear-gradient(180deg, rgba(255,255,255,0.13), transparent 20%), linear-gradient(148deg, rgba(29,45,60,0.74), rgba(6,15,25,0.60) 54%, rgba(3,8,14,0.76)) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".productCard::before, .cartItem::before, .routePanel::before, .routeMetricCard::before",card,conservar,opacity:0.78 !important,"linear-gradient(180deg, rgba(255,250,232,0.20), transparent 20%), radial-gradient(ellipse at 16% 0%, rgba(255,219,150,0.18), transparent 36%), linear-gradient(111deg, transparent 0%, rgba(255,255,255,0.08) 35%, transparent 47%) !important",,,,,0.78 !important,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".productStage, .productStageCompact, .cartThumbFallback",unknown,conservar,,"radial-gradient(ellipse at 50% 72%, rgba(239,196,111,0.36), transparent 20%), radial-gradient(ellipse at 50% 87%, rgba(255,119,58,0.16), transparent 36%), radial-gradient(ellipse at 46% 12%, rgba(255,255,255,0.30), transparent 31%), linear-gradient(180deg, rgba(48,68,84,0.40), rgba(5,13,22,0.23)) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".chargeButton, .scanButton",unknown,conservar,,"radial-gradient(ellipse at 50% 0%, rgba(255,252,232,0.90), transparent 45%), linear-gradient(180deg, #ffe9b3 0%, #efc46f 42%, #b97930 100%) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,0%,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,100%,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,0%,unknown,conservar,opacity:.78,,,,,,.78,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,50%,unknown,conservar,opacity:.90,,,,,,.90,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,100%,unknown,conservar,opacity:.82,,,,,,.82,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,0%,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,100%,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".screen, .screen::before, .screen::after",page-surface,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,"/* PRISMA_TABLET_ATMOSPHERE_GLASS_02A END */ /* PRISMA_TABLET_LOCAL_ATMOSPHERE_GLASS_03A START Tablet-only premium atmosphere pass. Scope: products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css only. Visual-only: background motion, frosted haze, glass depth, luminous borders. No JSX, routes, logic, PC, Mobile, or shared-ui changes. */ .screen",background,conservar,,"radial-gradient(ellipse at 50% -18%, rgba(255, 233, 177, 0.36), transparent 28%), radial-gradient(ellipse at 68% 2%, rgba(217, 242, 255, 0.19), transparent 24%), radial-gradient(ellipse at 16% 18%, rgba(82, 137, 184, 0.22), transparent 42%), radial-gradient(ellipse at 7% 106%, rgba(190, 78, 48, 0.18), transparent 30%), radial-gradient(ellipse at 96% 104%, rgba(49, 104, 168, 0.24), transparent 35%), linear-gradient(180deg, #122130 0%, #071320 42%, #020407 100%) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.screen::before,page-surface,conservar,opacity:0.92 !important,"linear-gradient(106deg, transparent 0%, rgba(255,255,255,0.145) 28%, rgba(255,255,255,0.045) 38%, transparent 51%), linear-gradient(134deg, transparent 10%, rgba(196,231,250,0.075) 44%, transparent 69%), radial-gradient(ellipse at 49% -2%, rgba(255,255,255,0.34), transparent 9%), radial-gradient(ellipse at 50% 102%, rgba(239,196,111,0.25), transparent 33%), radial-gradient(ellipse at 82% 18%, rgba(103,160,213,0.11), transparent 34%) !important",,,,,0.92 !important,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.screen::after,page-surface,conservar,opacity:0.76 !important,"radial-gradient(ellipse at 50% 42%, transparent 39%, rgba(0,0,0,0.60) 100%), radial-gradient(ellipse at 50% 2%, rgba(255,245,218,0.08), transparent 36%), repeating-radial-gradient(circle at 34% 44%, rgba(255,255,255,.027) 0 1px, transparent 1px 5px), repeating-linear-gradient(118deg, rgba(255,255,255,.012) 0 1px, transparent 1px 9px) !important",,,,,0.76 !important,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".sidebar, .cartPanel, .searchBox, .productCard, .terminalCard, .categoryItem, .categoryActive, .cartItem, .secondaryActions button, .quantityStepper, .routePanel, .routeMetricCard, .routeSearchControl, .routeUserChip, .routeTopIcon, .routeGoldGhostButton, .routeDarkButton, .routePrimaryButton, .routeSecondaryButton, .moreButton, .iconButton, .iconButtonBadge, .adminChip, .pagination",navigation,conservar_con_cuidado,glass/backdrop-filter,"radial-gradient(ellipse at 50% 0%, rgba(255,255,255,0.18), transparent 27%), radial-gradient(ellipse at 18% 18%, rgba(199,234,252,0.13), transparent 38%), linear-gradient(152deg, rgba(33,50,66,0.58), rgba(5,14,24,0.62) 58%, rgba(2,7,12,0.74)) !important",,,,,,blur(46px) saturate(1.50) brightness(1.035) !important,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".sidebar, .cartPanel",navigation,conservar_con_cuidado,,"radial-gradient(ellipse at 18% 0%, rgba(255,238,198,0.19), transparent 34%), radial-gradient(ellipse at 88% 0%, rgba(204,236,252,0.14), transparent 33%), linear-gradient(180deg, rgba(255,255,255,0.145), transparent 21%), linear-gradient(148deg, rgba(30,48,64,0.76), rgba(6,16,27,0.64) 55%, rgba(2,7,13,0.80)) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.productCard,card,conservar,,"radial-gradient(ellipse at 50% 0%, rgba(255,255,255,0.19), transparent 28%), radial-gradient(ellipse at 18% 16%, rgba(197,230,247,0.15), transparent 36%), radial-gradient(ellipse at 90% 84%, rgba(239,196,111,0.08), transparent 34%), linear-gradient(150deg, rgba(34,51,67,0.64), rgba(5,14,24,0.70)) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".productCard::before, .cartItem::before, .routePanel::before, .routeMetricCard::before",card,conservar,opacity:0.86 !important,"linear-gradient(180deg, rgba(255,252,236,0.22), transparent 21%), radial-gradient(ellipse at 14% 0%, rgba(255,224,162,0.22), transparent 38%), linear-gradient(111deg, transparent 0%, rgba(255,255,255,0.105) 34%, transparent 48%) !important",,,,,0.86 !important,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".productStage, .productStageCompact, .cartThumbFallback",unknown,conservar,,"radial-gradient(ellipse at 50% 73%, rgba(239,196,111,0.40), transparent 21%), radial-gradient(ellipse at 50% 88%, rgba(255,119,58,0.18), transparent 36%), radial-gradient(ellipse at 46% 10%, rgba(255,255,255,0.34), transparent 31%), linear-gradient(180deg, rgba(52,73,90,0.42), rgba(5,13,22,0.24)) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.productAura,fx,conservar,opacity:0.72 !important,,,,,,0.72 !important,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.productPedestal,unknown,conservar,background activo,"rgba(255, 239, 201, 0.23) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.productFigure,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".chargeButton, .scanButton",unknown,conservar,,"radial-gradient(ellipse at 50% 0%, rgba(255,253,235,0.94), transparent 46%), linear-gradient(180deg, #ffeab8 0%, #f1c974 43%, #b97930 100%) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".navItemActive, .categoryActive .categoryCircle, .pageActive",navigation,conservar_con_cuidado,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".totalGrand strong, .productInfo strong, .cartItemPrice, .cartItemTotal",unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,0%,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,33%,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,66%,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,100%,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,0%,unknown,conservar,opacity:.80,,,,,,.80,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,45%,unknown,conservar,opacity:.94,,,,,,.94,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,100%,unknown,conservar,opacity:.85,,,,,,.85,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,0%,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,100%,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".screen, .screen::before, .screen::after",page-surface,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,"/* PRISMA_TABLET_LOCAL_ATMOSPHERE_GLASS_03A END */ /* PRISMA_TABLET_LAYER_FIX_04A START Purpose: keep the premium atmosphere and glass, but reduce muddy overlays. Diagnosis: the issue is mostly overlay density and frosted intensity, more than z-index. Scope: Tablet only. Visual-only. */ .screen",background,conservar,isolation:isolate,,,,isolate,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,"/* safety: keep primary content above any decorative fog layers */ .sidebar, .titleBar, .topActions, .workspace, .cartPanel",navigation,conservar_con_cuidado,z-index:1,,relative,1,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,/* tone down full-screen haze so the UI stays legible */ .screen::before,page-surface,conservar,opacity:0.34 !important,,,,,,0.34 !important,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.screen::after,page-surface,conservar,opacity:0.24 !important,,,,,,0.24 !important,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,"/* keep glass, but stop over-frosting everything */ .sidebar, .cartPanel, .searchBox, .productCard, .terminalCard, .categoryItem, .categoryActive, .cartItem, .secondaryActions button, .quantityStepper, .routePanel, .routeMetricCard, .routeSearchControl, .routeUserChip, .routeTopIcon, .routeGoldGhostButton, .routeDarkButton, .routePrimaryButton, .routeSecondaryButton, .moreButton, .iconButton, .iconButtonBadge, .adminChip, .pagination",navigation,conservar_con_cuidado,glass/backdrop-filter,"radial-gradient(ellipse at 50% 0%, rgba(255,255,255,0.10), transparent 26%), radial-gradient(ellipse at 18% 18%, rgba(199,234,252,0.07), transparent 38%), linear-gradient(152deg, rgba(20,31,42,0.84), rgba(6,14,23,0.86) 58%, rgba(3,7,12,0.90)) !important",,,,,,blur(20px) saturate(1.16) brightness(1.01) !important,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".sidebar, .cartPanel",navigation,conservar_con_cuidado,,"radial-gradient(ellipse at 18% 0%, rgba(255,238,198,0.12), transparent 34%), radial-gradient(ellipse at 88% 0%, rgba(204,236,252,0.08), transparent 33%), linear-gradient(180deg, rgba(255,255,255,0.08), transparent 21%), linear-gradient(148deg, rgba(20,35,48,0.88), rgba(7,15,24,0.90) 55%, rgba(3,8,13,0.94)) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,"/* reduce glossy wash over cards */ .productCard::before, .cartItem::before, .routePanel::before, .routeMetricCard::before",scrim,conservar,opacity:0.28 !important,,,,,,0.28 !important,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".productStage, .productStageCompact, .cartThumbFallback",unknown,conservar,,"radial-gradient(ellipse at 50% 73%, rgba(239,196,111,0.22), transparent 19%), radial-gradient(ellipse at 50% 88%, rgba(255,119,58,0.09), transparent 34%), radial-gradient(ellipse at 46% 10%, rgba(255,255,255,0.16), transparent 28%), linear-gradient(180deg, rgba(44,62,78,0.24), rgba(5,13,22,0.12)) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.productAura,fx,conservar,opacity:0.42 !important,,,,,,0.42 !important,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.productPedestal,unknown,conservar,background activo,"rgba(255, 239, 201, 0.12) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,"/* improve text contrast after reducing the fog */ .titleBar h1, .wordmark, .productInfo strong, .cartItemTitle strong, .routePanelHeader h2, .routeMetricCard strong, .totalGrand strong",card,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.screen,page-surface,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.hero,content-surface,conservar,,"radial-gradient(circle at 12% 0%,rgba(245,158,11,.16),transparent 34%),radial-gradient(circle at 100% 10%,rgba(59,130,246,.16),transparent 36%),rgba(8,13,25,.82)",,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.eyebrow,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.hero h2,content-surface,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.hero p:not(.eyebrow),content-surface,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.scoreCard,card,conservar,background activo,"linear-gradient(145deg,rgba(251,191,36,.18),rgba(15,23,42,.72))",,,,,,,160px
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.scoreCard strong,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.scoreCard span,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.kpis,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,".kpis article,.bucket,.panel",card,conservar,background activo,"rgba(15,23,42,.72)",,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.kpis strong,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.grid,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.bucket,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,".bucket h3,.panel h3",panel,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.bucket p,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.bucket strong,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.panelGrid,panel,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,".panel ul,.panel ol",panel,conservar,,,,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,.panel li,panel,conservar,background activo,"rgba(2,6,23,.38)",,,,,,,
tablet,products/tablet/app/components/release-gate/tablet-operable-release-gate.module.css,".panel li>span,.panel li>strong",panel,conservar,,,,,,,,,
